No,drawtime,returntime,from,to,min,distance
SPB-19874,2019-05-01 16:51,2019-05-01 17:25,1971,1971,33,50250
SPB-03296,2019-05-01 16:57,2019-05-01 17:25,3102,152,27,4130
SPB-15654,2019-05-01 16:54,2019-05-01 17:25,1209,2620,30,107200
SPB-06704,2019-05-01 16:24,2019-05-01 17:25,182,201,60,8070
SPB-09060,2019-05-01 17:00,2019-05-01 17:25,1265,1257,23,2570
SPB-08633,2019-05-01 17:16,2019-05-01 17:25,560,3534,8,1620
SPB-15151,2019-05-01 17:19,2019-05-01 17:25,127,126,5,1020
SPB-08388,2019-05-01 17:20,2019-05-01 17:25,592,592,4,440
SPB-08523,2019-05-01 16:40,2019-05-01 17:25,2217,583,41,9690
SPB-03461,2019-05-01 17:20,2019-05-01 17:25,3523,500,4,1000
SPB-04871,2019-05-01 17:16,2019-05-01 17:25,1514,1511,8,1300
SPB-15677,2019-05-01 17:04,2019-05-01 17:25,420,956,20,4510
SPB-17267,2019-05-01 16:52,2019-05-01 17:25,393,1337,33,4070
SPB-05899,2019-05-01 17:00,2019-05-01 17:25,416,402,24,3920
SPB-15870,2019-05-01 16:57,2019-05-01 17:25,3102,152,27,4150
SPB-12032,2019-05-01 17:20,2019-05-01 17:25,592,500,4,600
SPB-12479,2019-05-01 16:54,2019-05-01 17:25,393,1337,28,3620
SPB-14675,2019-05-01 16:41,2019-05-01 17:25,453,330,43,0
SPB-03407,2019-05-01 17:00,2019-05-01 17:25,1265,1257,24,3080
SPB-06805,2019-05-01 15:46,2019-05-01 17:25,345,345,98,2070
SPB-17681,2019-05-01 17:06,2019-05-01 17:25,819,126,18,3540
SPB-17852,2019-05-01 17:05,2019-05-01 17:25,2375,1247,20,3550
SPB-18348,2019-05-01 15:36,2019-05-01 17:25,3515,502,109,5490
SPB-11446,2019-05-01 17:13,2019-05-01 17:25,172,175,12,1520
SPB-05110,2019-05-01 17:12,2019-05-01 17:25,1414,1451,12,2460
SPB-08387,2019-05-01 16:57,2019-05-01 17:25,300,302,26,1400
SPB-14062,2019-05-01 16:56,2019-05-01 17:25,2024,2058,28,2410
SPB-18011,2019-05-01 16:54,2019-05-01 17:25,1209,2620,31,3320
SPB-19702,2019-05-01 16:56,2019-05-01 17:25,915,908,29,3920
SPB-02546,2019-05-01 17:22,2019-05-01 17:25,500,592,3,730
SPB-08327,2019-05-01 15:25,2019-05-01 17:25,722,247,112,10590
SPB-05149,2019-05-01 16:32,2019-05-01 17:25,1246,1022,53,8410
SPB-10054,2019-05-01 17:02,2019-05-01 17:25,2701,1190,22,730
SPB-14785,2019-05-01 17:13,2019-05-01 17:25,2356,2304,11,1470
SPB-13815,2019-05-01 15:55,2019-05-01 17:25,2102,272,90,16040
SPB-16165,2019-05-01 17:14,2019-05-01 17:25,1158,1155,10,1670
SPB-05477,2019-05-01 15:34,2019-05-01 17:25,502,2219,110,11920
SPB-04319,2019-05-01 16:00,2019-05-01 17:25,289,1171,84,10200
SPB-07992,2019-05-01 16:44,2019-05-01 17:25,1159,1160,39,2360
SPB-00622,2019-05-01 17:13,2019-05-01 17:25,2109,2119,11,2060
SPB-07052,2019-05-01 16:42,2019-05-01 17:25,2308,3515,43,2730
SPB-18950,2019-05-01 16:22,2019-05-01 17:25,1206,575,57,8800
SPB-16604,2019-05-01 17:14,2019-05-01 17:25,1911,1986,11,1180
SPB-14560,2019-05-01 15:43,2019-05-01 17:25,1433,1703,102,12840
SPB-13771,2019-05-01 17:17,2019-05-01 17:25,529,602,8,0
SPB-19411,2019-05-01 17:15,2019-05-01 17:25,2620,1295,9,1510
SPB-16330,2019-05-01 16:33,2019-05-01 17:25,1199,1118,51,7050
SPB-13165,2019-05-01 17:18,2019-05-01 17:25,342,393,7,1210
SPB-13974,2019-05-01 15:58,2019-05-01 17:25,2102,272,86,16000
SPB-19985,2019-05-01 16:57,2019-05-01 17:25,397,1313,26,4920
SPB-17441,2019-05-01 16:49,2019-05-01 17:25,327,312,36,3690
SPB-08456,2019-05-01 17:10,2019-05-01 17:25,346,630,15,2850
SPB-10658,2019-05-01 16:07,2019-05-01 17:25,810,2119,77,11780
SPB-19362,2019-05-01 16:01,2019-05-01 17:25,289,1171,81,9760
SPB-19809,2019-05-01 17:06,2019-05-01 17:25,329,361,18,3050
SPB-04781,2019-05-01 16:36,2019-05-01 17:25,1707,1707,49,5290
SPB-10885,2019-05-01 16:26,2019-05-01 17:25,511,3515,57,3550
SPB-09290,2019-05-01 16:51,2019-05-01 17:26,3534,583,33,6290
SPB-16916,2019-05-01 16:52,2019-05-01 17:26,1662,1606,33,5880
SPB-14654,2019-05-01 16:35,2019-05-01 17:26,592,1681,49,15140
SPB-07540,2019-05-01 17:17,2019-05-01 17:26,2334,2370,8,1040
SPB-18682,2019-05-01 16:37,2019-05-01 17:26,1529,1501,47,1150
SPB-18066,2019-05-01 17:09,2019-05-01 17:26,346,630,15,3380
SPB-18456,2019-05-01 16:12,2019-05-01 17:26,1047,1047,73,5560
SPB-13880,2019-05-01 17:09,2019-05-01 17:26,3517,3529,15,2290
SPB-18738,2019-05-01 16:56,2019-05-01 17:26,1354,621,27,3780
SPB-05917,2019-05-01 15:34,2019-05-01 17:26,1986,1925,111,21970
SPB-09250,2019-05-01 16:26,2019-05-01 17:26,1349,3538,57,12060
SPB-09374,2019-05-01 16:59,2019-05-01 17:26,1153,2701,25,1920
SPB-07259,2019-05-01 17:15,2019-05-01 17:26,2271,2502,10,1520
SPB-12694,2019-05-01 16:27,2019-05-01 17:26,2407,825,54,5900
SPB-08149,2019-05-01 16:53,2019-05-01 17:26,3522,316,32,57550
SPB-13569,2019-05-01 17:08,2019-05-01 17:26,1210,1221,17,2440
SPB-02120,2019-05-01 17:20,2019-05-01 17:26,584,540,5,1200
SPB-04907,2019-05-01 17:16,2019-05-01 17:26,128,113,8,1660
SPB-18482,2019-05-01 17:19,2019-05-01 17:26,1269,1293,6,1220
SPB-07172,2019-05-01 17:20,2019-05-01 17:26,3533,502,5,890
SPB-08238,2019-05-01 16:57,2019-05-01 17:26,1332,1712,26,5310
SPB-15615,2019-05-01 16:57,2019-05-01 17:26,2404,2255,28,6840
SPB-02093,2019-05-01 16:43,2019-05-01 17:26,502,3521,42,5720
SPB-05605,2019-05-01 17:10,2019-05-01 17:26,501,573,15,2880
SPB-07970,2019-05-01 15:46,2019-05-01 17:26,907,907,94,14930
SPB-03251,2019-05-01 16:37,2019-05-01 17:26,419,419,48,4090
SPB-05344,2019-05-01 16:31,2019-05-01 17:26,1113,742,54,8010
SPB-18144,2019-05-01 17:09,2019-05-01 17:26,1135,1172,16,2100
SPB-12912,2019-05-01 16:33,2019-05-01 17:26,1158,1914,50,11270
SPB-08002,2019-05-01 15:39,2019-05-01 17:26,722,247,103,12170
SPB-13515,2019-05-01 17:12,2019-05-01 17:26,2340,2339,13,1290
SPB-08821,2019-05-01 17:01,2019-05-01 17:26,538,525,23,2590
SPB-05135,2019-05-01 16:57,2019-05-01 17:26,1332,1712,27,6130
SPB-02917,2019-05-01 17:19,2019-05-01 17:26,1193,1160,6,1910
SPB-01436,2019-05-01 16:50,2019-05-01 17:26,327,312,35,3710
SPB-13383,2019-05-01 15:51,2019-05-01 17:26,2213,2219,94,5510
SPB-14384,2019-05-01 17:19,2019-05-01 17:26,723,746,6,1130
SPB-01542,2019-05-01 16:53,2019-05-01 17:26,1031,1015,33,5380
SPB-06552,2019-05-01 16:29,2019-05-01 17:26,511,3515,56,3700
SPB-13550,2019-05-01 17:20,2019-05-01 17:26,402,408,5,800
SPB-11611,2019-05-01 16:48,2019-05-01 17:26,641,3534,37,5630
SPB-08949,2019-05-01 16:24,2019-05-01 17:26,756,729,62,6560
SPB-16867,2019-05-01 17:23,2019-05-01 17:26,2050,2058,3,390
SPB-07975,2019-05-01 16:57,2019-05-01 17:26,1662,1643,28,5280
SPB-01989,2019-05-01 16:48,2019-05-01 17:26,1122,1160,38,3660
SPB-17270,2019-05-01 15:38,2019-05-01 17:26,3515,502,108,5440
SPB-13511,2019-05-01 17:04,2019-05-01 17:26,283,719,21,5070
SPB-16098,2019-05-01 16:18,2019-05-01 17:26,756,729,67,6650
SPB-14466,2019-05-01 17:01,2019-05-01 17:26,1295,1210,24,530
SPB-12963,2019-05-01 17:09,2019-05-01 17:26,593,593,17,1520
SPB-02665,2019-05-01 16:58,2019-05-01 17:26,1965,737,27,4830
SPB-11909,2019-05-01 15:44,2019-05-01 17:26,1433,1703,102,11470
SPB-04262,2019-05-01 17:20,2019-05-01 17:26,827,838,6,1110
SPB-11492,2019-05-01 14:27,2019-05-01 17:26,123,907,167,12880
SPB-05062,2019-05-01 16:41,2019-05-01 17:26,2308,3515,44,2770
SPB-16543,2019-05-01 16:25,2019-05-01 17:26,3523,3520,60,1460
SPB-09137,2019-05-01 17:18,2019-05-01 17:26,905,942,8,1690
SPB-02464,2019-05-01 16:03,2019-05-01 17:26,505,551,82,2310
SPB-09135,2019-05-01 13:49,2019-05-01 17:26,1037,1057,194,19300
SPB-18629,2019-05-01 17:21,2019-05-01 17:26,512,512,5,100
SPB-04163,2019-05-01 17:13,2019-05-01 17:26,3509,3533,12,1890
SPB-12134,2019-05-01 16:49,2019-05-01 17:26,2308,3515,34,2700
SPB-14031,2019-05-01 17:16,2019-05-01 17:26,102,182,10,1110
SPB-15049,2019-05-01 15:39,2019-05-01 17:26,504,3504,106,4300
SPB-11069,2019-05-01 16:30,2019-05-01 17:26,583,583,53,12660
SPB-19663,2019-05-01 15:23,2019-05-01 17:26,249,249,117,28920
SPB-17833,2019-05-01 16:37,2019-05-01 17:26,1327,1368,48,5970
SPB-09844,2019-05-01 16:30,2019-05-01 17:26,1117,228,55,6030
SPB-02677,2019-05-01 16:31,2019-05-01 17:26,933,152,54,8640
SPB-10372,2019-05-01 16:29,2019-05-01 17:26,166,165,53,4630
SPB-18310,2019-05-01 15:50,2019-05-01 17:26,2213,2219,95,5470
SPB-04625,2019-05-01 16:58,2019-05-01 17:26,3535,3529,27,2850
SPB-13644,2019-05-01 17:05,2019-05-01 17:26,1226,1293,20,2710
SPB-15731,2019-05-01 16:40,2019-05-01 17:26,1295,1210,46,740
SPB-07142,2019-05-01 17:07,2019-05-01 17:26,553,526,18,3410
SPB-05900,2019-05-01 13:50,2019-05-01 17:26,1037,1057,216,22320
SPB-01121,2019-05-01 15:37,2019-05-01 17:26,3515,502,109,5510
SPB-06241,2019-05-01 16:45,2019-05-01 17:26,2217,2342,40,11310
SPB-17916,2019-05-01 16:42,2019-05-01 17:26,232,272,43,8050
SPB-18320,2019-05-01 16:56,2019-05-01 17:26,2505,2362,30,3760
SPB-04273,2019-05-01 16:45,2019-05-01 17:26,2217,2342,41,11290
SPB-12719,2019-05-01 16:56,2019-05-01 17:26,2505,2362,29,3520
SPB-15125,2019-05-01 17:18,2019-05-01 17:26,2332,2349,7,1070
SPB-18609,2019-05-01 17:17,2019-05-01 17:26,1013,1030,8,1040
SPB-11171,2019-05-01 17:23,2019-05-01 17:26,1228,1228,2,120
SPB-13847,2019-05-01 17:15,2019-05-01 17:26,962,904,11,1720
SPB-08900,2019-05-01 16:04,2019-05-01 17:26,840,368,82,16720
SPB-06703,2019-05-01 16:49,2019-05-01 17:26,454,302,36,4380
SPB-19716,2019-05-01 16:48,2019-05-01 17:26,3102,183,36,3700
SPB-13023,2019-05-01 16:34,2019-05-01 17:26,1158,1914,50,10710
SPB-16196,2019-05-01 14:28,2019-05-01 17:26,117,907,178,13140
SPB-08452,2019-05-01 17:15,2019-05-01 17:26,102,182,10,1110
SPB-14265,2019-05-01 16:34,2019-05-01 17:26,275,240,51,8520
SPB-06631,2019-05-01 16:58,2019-05-01 17:26,1020,1295,27,3610
SPB-11877,2019-05-01 16:41,2019-05-01 17:26,151,439,43,6220
SPB-19523,2019-05-01 16:35,2019-05-01 17:26,275,240,51,6730
SPB-08621,2019-05-01 16:11,2019-05-01 17:27,210,1160,74,10790
SPB-08310,2019-05-01 17:17,2019-05-01 17:27,222,212,9,1820
SPB-07407,2019-05-01 16:27,2019-05-01 17:27,565,2369,57,8560
SPB-05892,2019-05-01 15:42,2019-05-01 17:27,2373,2370,104,15550
SPB-15377,2019-05-01 16:30,2019-05-01 17:27,1296,1296,55,5480
SPB-18380,2019-05-01 17:02,2019-05-01 17:27,816,146,24,4240
SPB-09338,2019-05-01 16:31,2019-05-01 17:27,1117,228,53,6980
SPB-14362,2019-05-01 16:50,2019-05-01 17:27,3102,183,36,0
SPB-08342,2019-05-01 16:34,2019-05-01 17:27,229,1121,51,7120
SPB-19783,2019-05-01 17:13,2019-05-01 17:27,704,710,13,2880
SPB-17757,2019-05-01 16:45,2019-05-01 17:27,2102,2102,41,11080
SPB-16886,2019-05-01 17:17,2019-05-01 17:27,1929,1968,8,1320
SPB-05388,2019-05-01 16:52,2019-05-01 17:27,228,202,34,4980
SPB-05702,2019-05-01 16:07,2019-05-01 17:27,210,1160,79,11960
SPB-15369,2019-05-01 17:19,2019-05-01 17:27,3537,576,7,1200
SPB-12299,2019-05-01 17:11,2019-05-01 17:27,1241,1263,15,2200
SPB-13827,2019-05-01 16:35,2019-05-01 17:27,229,1121,51,8340
SPB-08497,2019-05-01 16:34,2019-05-01 17:27,229,1121,50,6840
SPB-11729,2019-05-01 16:33,2019-05-01 17:27,3508,590,53,1390
SPB-11721,2019-05-01 16:38,2019-05-01 17:27,2037,1119,46,12340
SPB-14135,2019-05-01 16:58,2019-05-01 17:27,228,202,28,4890
SPB-04866,2019-05-01 16:38,2019-05-01 17:27,1906,2102,48,8290
SPB-16506,2019-05-01 17:10,2019-05-01 17:27,2375,2387,15,2540
SPB-18675,2019-05-01 15:40,2019-05-01 17:27,1640,643,104,6930
SPB-19870,2019-05-01 17:20,2019-05-01 17:27,1458,1443,6,1120
SPB-14309,2019-05-01 16:40,2019-05-01 17:27,454,302,46,4240
SPB-13338,2019-05-01 16:31,2019-05-01 17:27,583,502,55,8820
SPB-09320,2019-05-01 17:03,2019-05-01 17:27,265,235,22,2850
SPB-13370,2019-05-01 17:05,2019-05-01 17:27,584,500,21,1060
SPB-08593,2019-05-01 17:17,2019-05-01 17:27,402,410,10,960
SPB-14553,2019-05-01 17:14,2019-05-01 17:27,1210,1268,12,1420
SPB-02853,2019-05-01 16:13,2019-05-01 17:27,2116,2116,73,7620
SPB-02667,2019-05-01 16:40,2019-05-01 17:27,151,439,46,7010
SPB-13212,2019-05-01 16:49,2019-05-01 17:27,2217,3541,37,7430
SPB-05722,2019-05-01 16:53,2019-05-01 17:27,358,324,33,5310
SPB-14502,2019-05-01 17:22,2019-05-01 17:27,950,906,4,830
SPB-12742,2019-05-01 17:18,2019-05-01 17:27,1653,1667,8,1370
SPB-19515,2019-05-01 16:48,2019-05-01 17:27,1231,3533,36,5200
SPB-09378,2019-05-01 16:26,2019-05-01 17:27,1210,2316,58,5960
SPB-13673,2019-05-01 16:36,2019-05-01 17:27,128,152,50,6870
SPB-02879,2019-05-01 16:11,2019-05-01 17:27,2116,2116,75,7650
SPB-16513,2019-05-01 17:21,2019-05-01 17:27,202,207,5,860
SPB-12606,2019-05-01 16:45,2019-05-01 17:27,140,183,41,3220
SPB-18339,2019-05-01 17:20,2019-05-01 17:27,3521,576,6,830
SPB-05362,2019-05-01 15:31,2019-05-01 17:27,2219,1232,115,12390
SPB-05088,2019-05-01 17:08,2019-05-01 17:27,393,332,18,2310
SPB-06822,2019-05-01 16:36,2019-05-01 17:27,837,3515,50,7800
SPB-19123,2019-05-01 17:18,2019-05-01 17:27,1691,1637,8,0
SPB-17237,2019-05-01 15:45,2019-05-01 17:27,1211,1297,102,6090
SPB-08730,2019-05-01 16:35,2019-05-01 17:27,1430,1430,48,9450
SPB-07063,2019-05-01 16:10,2019-05-01 17:27,1141,1141,76,4640
SPB-06011,2019-05-01 16:19,2019-05-01 17:27,346,368,67,2900
SPB-18631,2019-05-01 17:09,2019-05-01 17:27,172,113,17,2020
SPB-02303,2019-05-01 15:32,2019-05-01 17:27,2219,1232,114,12450
SPB-17925,2019-05-01 17:22,2019-05-01 17:27,1010,1017,4,670
SPB-18053,2019-05-01 17:18,2019-05-01 17:27,962,968,8,1770
SPB-12463,2019-05-01 17:19,2019-05-01 17:27,1274,1020,8,910
SPB-15177,2019-05-01 17:19,2019-05-01 17:27,324,311,8,840
SPB-19121,2019-05-01 16:26,2019-05-01 17:27,2067,2173,60,5520
SPB-05533,2019-05-01 17:03,2019-05-01 17:27,3530,383,23,2250
SPB-12027,2019-05-01 16:26,2019-05-01 17:27,166,165,60,4780
SPB-04795,2019-05-01 17:02,2019-05-01 17:27,228,731,24,0
SPB-14081,2019-05-01 17:24,2019-05-01 17:27,1708,1708,2,0
SPB-04925,2019-05-01 17:19,2019-05-01 17:27,171,458,8,1380
SPB-03344,2019-05-01 17:09,2019-05-01 17:27,2322,1222,17,2330
SPB-06909,2019-05-01 16:36,2019-05-01 17:27,128,152,50,6830
SPB-09994,2019-05-01 16:43,2019-05-01 17:27,2228,2228,42,1740
SPB-07828,2019-05-01 17:19,2019-05-01 17:27,1260,2620,7,1010
SPB-15080,2019-05-01 16:35,2019-05-01 17:27,3524,1642,52,11210
SPB-19492,2019-05-01 16:33,2019-05-01 17:27,3524,1642,53,10840
SPB-13616,2019-05-01 16:34,2019-05-01 17:27,907,418,52,4460
SPB-14556,2019-05-01 16:32,2019-05-01 17:27,583,502,54,8840
SPB-09265,2019-05-01 17:00,2019-05-01 17:27,1449,1414,25,2380
SPB-11829,2019-05-01 16:34,2019-05-01 17:27,961,956,52,3300
SPB-19638,2019-05-01 17:19,2019-05-01 17:27,2621,1278,7,990
SPB-12139,2019-05-01 16:59,2019-05-01 17:27,1416,1446,27,3820
SPB-11786,2019-05-01 17:23,2019-05-01 17:27,1193,1153,3,540
SPB-03528,2019-05-01 17:24,2019-05-01 17:27,2262,2262,3,0
SPB-11584,2019-05-01 17:04,2019-05-01 17:27,3530,383,22,2280
SPB-01556,2019-05-01 16:34,2019-05-01 17:27,1611,1742,52,8220
SPB-10934,2019-05-01 16:52,2019-05-01 17:27,228,202,35,4460
SPB-19629,2019-05-01 17:21,2019-05-01 17:27,643,602,5,1040
SPB-16618,2019-05-01 17:15,2019-05-01 17:27,806,840,12,1780
SPB-13813,2019-05-01 16:25,2019-05-01 17:27,2067,2173,61,5530
SPB-06243,2019-05-01 15:45,2019-05-01 17:27,1211,1297,101,6030
SPB-06924,2019-05-01 14:42,2019-05-01 17:27,419,418,164,16560
SPB-01389,2019-05-01 17:01,2019-05-01 17:27,1673,1640,25,5480
SPB-14401,2019-05-01 17:17,2019-05-01 17:27,1344,1337,9,1600
SPB-08180,2019-05-01 16:22,2019-05-01 17:27,346,368,63,2830
SPB-17903,2019-05-01 16:26,2019-05-01 17:27,1210,2316,61,6400
SPB-10660,2019-05-01 17:22,2019-05-01 17:27,2170,2115,4,790
SPB-14315,2019-05-01 17:22,2019-05-01 17:27,1623,1668,5,880
SPB-05825,2019-05-01 17:09,2019-05-01 17:27,165,113,17,3140
SPB-05783,2019-05-01 17:14,2019-05-01 17:27,1983,1961,12,1290
SPB-14358,2019-05-01 17:17,2019-05-01 17:27,573,590,9,1760
SPB-19058,2019-05-01 16:58,2019-05-01 17:27,1124,755,27,5230
SPB-18719,2019-05-01 16:07,2019-05-01 17:27,1159,207,78,13590
SPB-16919,2019-05-01 16:54,2019-05-01 17:27,228,202,33,5030
SPB-18712,2019-05-01 17:17,2019-05-01 17:27,1035,1016,9,1540
SPB-14887,2019-05-01 15:39,2019-05-01 17:27,2622,1277,107,7070
SPB-17025,2019-05-01 17:20,2019-05-01 17:27,302,307,6,1010
SPB-13529,2019-05-01 16:05,2019-05-01 17:27,1287,1248,82,6950
SPB-08332,2019-05-01 17:20,2019-05-01 17:27,592,3534,7,880
SPB-12387,2019-05-01 16:09,2019-05-01 17:27,1018,1268,76,11030
SPB-04312,2019-05-01 15:23,2019-05-01 17:27,128,2219,124,17550
SPB-13658,2019-05-01 17:15,2019-05-01 17:27,1983,1961,11,1160
SPB-11109,2019-05-01 15:41,2019-05-01 17:27,2622,1277,101,5560
SPB-19932,2019-05-01 17:01,2019-05-01 17:27,152,152,23,3380
SPB-03286,2019-05-01 17:22,2019-05-01 17:27,3508,3509,5,990
SPB-16038,2019-05-01 16:48,2019-05-01 17:27,1224,1295,39,0
SPB-08285,2019-05-01 14:44,2019-05-01 17:27,419,418,152,14750
SPB-17247,2019-05-01 16:15,2019-05-01 17:28,166,175,71,5960
SPB-02285,2019-05-01 17:15,2019-05-01 17:28,1336,1361,12,1540
SPB-19004,2019-05-01 16:52,2019-05-01 17:28,832,2262,34,5320
SPB-15988,2019-05-01 17:17,2019-05-01 17:28,710,759,10,2190
SPB-04078,2019-05-01 17:12,2019-05-01 17:28,962,962,15,1760
SPB-02704,2019-05-01 15:50,2019-05-01 17:28,207,1834,97,17290
SPB-11368,2019-05-01 16:49,2019-05-01 17:28,1224,1295,38,3890
SPB-12796,2019-05-01 15:54,2019-05-01 17:28,2701,1177,90,11540
SPB-19695,2019-05-01 16:45,2019-05-01 17:28,1910,1910,40,2150
SPB-10313,2019-05-01 16:38,2019-05-01 17:28,825,539,48,9600
SPB-18387,2019-05-01 16:50,2019-05-01 17:28,433,358,37,3630
SPB-06712,2019-05-01 16:51,2019-05-01 17:28,433,358,36,3620
SPB-14897,2019-05-01 16:38,2019-05-01 17:28,1210,1206,49,5040
SPB-13916,2019-05-01 16:43,2019-05-01 17:28,182,432,43,2230
SPB-18496,2019-05-01 16:27,2019-05-01 17:28,731,1827,60,10300
SPB-18750,2019-05-01 16:39,2019-05-01 17:28,432,113,46,2840
SPB-14909,2019-05-01 17:11,2019-05-01 17:28,962,942,16,2180
SPB-14344,2019-05-01 17:21,2019-05-01 17:28,537,537,6,40
SPB-09711,2019-05-01 16:38,2019-05-01 17:28,1210,1206,50,4170
SPB-10702,2019-05-01 17:18,2019-05-01 17:28,354,398,10,47240
SPB-09769,2019-05-01 16:34,2019-05-01 17:28,815,221,51,7310
SPB-19907,2019-05-01 17:13,2019-05-01 17:28,354,398,13,1550
SPB-12442,2019-05-01 17:01,2019-05-01 17:28,106,844,26,5940
SPB-12251,2019-05-01 17:07,2019-05-01 17:28,134,438,19,3320
SPB-05028,2019-05-01 17:15,2019-05-01 17:28,2265,2032,12,1050
SPB-06587,2019-05-01 16:28,2019-05-01 17:28,731,1827,59,10250
SPB-11569,2019-05-01 16:41,2019-05-01 17:28,1011,1011,44,9590
SPB-19573,2019-05-01 16:59,2019-05-01 17:28,1153,1180,28,3750
SPB-05188,2019-05-01 16:06,2019-05-01 17:28,1159,207,80,14450
SPB-12033,2019-05-01 17:06,2019-05-01 17:28,210,210,21,2460
SPB-07201,2019-05-01 15:31,2019-05-01 17:28,293,293,116,20260
SPB-09125,2019-05-01 17:21,2019-05-01 17:28,3514,559,6,1120
SPB-09251,2019-05-01 17:00,2019-05-01 17:28,1449,1414,25,2440
SPB-19647,2019-05-01 17:02,2019-05-01 17:28,152,914,25,5690
SPB-17181,2019-05-01 17:06,2019-05-01 17:28,198,818,21,3020
SPB-08290,2019-05-01 17:17,2019-05-01 17:28,573,590,10,1460
SPB-08968,2019-05-01 17:17,2019-05-01 17:28,280,232,10,1330
SPB-12055,2019-05-01 17:23,2019-05-01 17:28,1367,1346,4,870
SPB-13372,2019-05-01 17:23,2019-05-01 17:28,588,3533,5,820
SPB-16507,2019-05-01 17:11,2019-05-01 17:28,914,427,16,3210
SPB-08138,2019-05-01 17:23,2019-05-01 17:28,2301,2301,4,62970
SPB-08432,2019-05-01 16:48,2019-05-01 17:28,106,230,38,3850
SPB-14419,2019-05-01 16:39,2019-05-01 17:28,825,539,48,10630
SPB-06288,2019-05-01 15:41,2019-05-01 17:28,2219,2613,106,16340
SPB-10407,2019-05-01 16:30,2019-05-01 17:28,1548,1548,56,7230
SPB-12653,2019-05-01 17:24,2019-05-01 17:28,961,963,3,550
SPB-14276,2019-05-01 17:19,2019-05-01 17:28,577,1001,8,1910
SPB-18573,2019-05-01 17:20,2019-05-01 17:28,206,271,7,1000
SPB-11218,2019-05-01 16:31,2019-05-01 17:28,1529,1337,54,5340
